grievance_id,complaint_text,top_department,state,district,sex,org_code
MORLY/E/2023/0000783,"Railways, ( Railway Board) >> Bribery and Corruption other than Train and station

Railway Board/ Zone/ PSU/ PU/ Office : Northeast Frontier Railway - Headquarters
-----------------------
pdf uploaded in supproting document column regading grievance.  Reply has already been given earlier by SrDEE/TRD/KIR  as evident from the attachment uploaded by you",Railway,BH,Patna,M,MORLY
MOCAV/E/2023/0000388,"Civil Aviation >> Other DGCA matters >> Corruption allegation >> Corruption
-----------------------
Dear Sir,
I, Dr Pradyot Prakash, an employee of Banaras Hindu University trying to book ticket through IRCTC, as per guidelines of Department of Expenditure, Ministry of Finance, for visiting PGI Chandigarh for treatment of my ailing son scheduled there on 15th February 2023. 

Despite trying several times, I was not able to book the tickets  for connecting flights through Delhi (Indigo flight scheduled at 12.55 in VNS and reaching Chandigarh at 5.55 PM), as  every time I clicked the  icon for proceed for payment, it again ask for enter login ID and password...but never get into payment portal. Further, what I observed that with every new attempt to login...the fare increased exponentially from Rs 6000 yesterday to almost Rs 9000 today. 
This is not only a matter of corruption which running with the nexus of IRCTC official with the Airline people but harassment for those Govt employee who are in urgent need. This anyone can check from their own ID and password. In democratic country like our, such extortion business should not be allowed.

I request you take immediate action on IRCTC and give suggestion to Ministry of Defense to amend the existing compulsion for the Govt employee to purchase tickets from IRCTC as per the circular attached and allow the Govt employee to purchase online tickets from any available portal as offline agency are not available everywhere.  As per the attachment",Civil Aviation,UP,Varanasi,M,MOCAV
MORLY/E/2023/0001283,"Railways, ( Railway Board) >> Tender/Contract Matters

Railway Board/ Zone/ PSU/ PU/ Office : Eastern Railway - Asansol
-----------------------
Sub: - Request for Access to Limited Tender please attached the drawing &amp; specification with limited tender. Ref: - Limited Tender No: X3X2X6X7 Due date: X6X0X/X0X3X1X:00

Technical Shri Sai Works XeXhXsXrXsXiXoXkX.XoXiX
Attachments
Tue, Jan 10, 11:00 AM (6 days ago)
to srdmm

 

SSW/NH/ XSX/XIX/XAXTXRX RLY                                                             Date: - 10/01/2023

 

To          
Sr. Divisional Materials Manager/E.Rail/Asansol

XSX/XIX/XAXTXRX RLY

 

Sub: - Request for Access to Limited Tender please attached the drawing &amp; specification with limited tender  

 

Ref: - Limited Tender No: X3X2X6X7                        Due date: X6X0X/X0X3X1X:00

 

Respected Sir,

 

 

             We are Registered M.S.M.E. Industry &amp; we have been a part of Indian Railways since past 35 years. 

    

 

                       With reference to above subject we introduce yourself as electro-mechanical contractor &amp; under taking various supply as well as works contract in Indian Railways by tendering process. Above tender Supply and commissioning of modified has been floated by the Railway Authority in the Limited Tender category. As per study of work we acknowledge that it is Electrical items as per technical specification. Which can be supplied by us.

 

             We are manufacturer &amp; supplier for several Market &amp; Fabricated items to various zones of Indian Railway and already manufactured, supplied &amp; commissioned various types of work in various zones of Railways. Credential attached for your approval. Hence we request your office to give Access, Drawing &amp; specification to quote said Tender or RETENDER it in Open Tender category for fair and healthy competition. Kindly look into this regard &amp; take necessary action in this subject. Please acknowledge the Receipt of this letter.

                                
Yours faithfully         

Thanks &amp; Reg  Sr.DMM/ASN has replied that ,Case has been retender and inquiry will be provided to firm.",Railway,MH,Thane,M,MORLY
MORLY/E/2023/0002027,"Railways, ( Railway Board) >> Service matter

Railway Board/ Zone/ PSU/ PU/ Office : Eastern Railway - Headquarters
Employee ID : X0X0X4X3X9X
-----------------------
To,
The PCOM/ER
Kolkata

Sub : Physical and Mental Harassment Proven in the enquiry by Visakha Committee for Siyon Dadel by Anand Bardhan Ex. Station Manager/SDAH now DOM(s)/Howrah
Ref :  CPGRAM XOXLX/X/X0X2X0X0X0X9 and RIT XRXLX/X/X/X2X0X0X3

Respected Sir,
With Due Respect, I, Siyon Dadel, SS/SDAH, would like to inform you, the enquiry report of Visakha committee proving Mr. Annad Bardhan guilty of doing my Mental and Physical harassment is already shared by PCOM/ER as per the division, please refer the attached document. 
I am requesting you to please give maximum punishment to my responded as he has not done this only to me, there are may be many more victims, in a separate case filed by one of my colleague he was also proven guilty by the Visakha committee. 
This person is a repeated offender, requesting you to please do criminal proceedings on him as he not only Harassed me physically but created lots of difficulties in my working for gaining the sexual Favour,  

Details of the complainant:
Ref: E-22/SHWW/Siyan Dadel/SM/SDAH dt.20/09/2022(Visakha Committee Report proving Mr. Anand guilty)
Ref: Sr. DOM/SDAHs letter No. X/XPXGXSXOX/X2 dated 10.02.2022(Complaint to Eastern Railway)


Yours Sincerely
Siyon Dadel,
SS/SDAH
Emp. ID X0X0X4X3X9X
Ph No: X9X3X7X9X3X  Eastern Railway

No. XNX4X7XMXRXYXCXGXAXS	 Kolkata dated: 24.01.2023

From: CPTM/ER 
To:- Siyon Dadel_ XiXoXdXdXlX@XmXiX.XoX

Sub: Reference your complaint no mentioned below. 

Ref: CPGRAMS Regn. No XOXLX/X/X0X3X0X0X0X7 dated 24.01.2023

In reference to the above, it is stated that case file has been asked from division for further necessary action at this end.


For Chief. Pgr Trans. Manager.",Railway,WB,Kolkata,F,MORLY
MORLY/E/2023/0002323,"Railways, ( Railway Board) >> Tender/Contract Matters

Railway Board/ Zone/ PSU/ PU/ Office : Central Railway - Mumbai
-----------------------
PLEASE KINDLY ARRANGE THE PAYMENTS IMMIDIATELY FUNDS XEXTXFXCXTXOX REQ  Kindly go through the attachment for your information please.",Railway,KN,Bengaluru (Bangalore) Urban,F,MORLY
MOCAV/E/2023/0000320,"Civil Aviation >> Airlines Related >> Other Airlines
-----------------------
PNR-TH9M9K. Spicejet.  horrific experience that I faced today from your staff at Suvarnabhumi International Airport.I had a booking with the captioned PNR and was on time for my flight. The same can be verified from the time of issuance of my boarding pass i.e. 13:13 (Good more than 2 hours before my flight).I reached your boarding gate at 14:48. That is more than 30 minutes before the flight departure time of 15:20. The same can be verified from the CCTV recordings at the airport. However, to my surprise, I was communicated that I have missed my flight. On further discussion (Took 10 minutes which could have been utilised to resolve the matter) , The lady at the counter tried to assist me for boarding. However, one of the supervisors advised her that my luggage has already been offloaded and hence i will not be allowed to board the flight. I requested her that since I have an important family event to attend and that I am 30 minutes prior to the boarding time. She however refused to entertain my requests. She was extremely arrogant in her approach and left me completely stranded. I was left with no option but to immediately book an Indigo flight as my travel was imperative. To add to the horror, the luggage was handed over to me after almost an hour and I had almost missed my another flight as well.I request you to throw light on the incidence and that why I was disallowed the boarding. I also want to understand that why so discourteous staff has been appointed who doesn’t bother to listen to customer’s requests. In my opinion, since the limited number of passengers were there, The staff was in hurry to close the boarding without making a sincere effort to locate the customer.She happily left me harassed and stranded at the airport and I was forced to re-checkin my luggage and do the immigration formalities again.Since I have enough and more evidence to prove the above mentioned facts, I demand a refund of my amount paid  Response of Airline is as under:
Passenger is seeking a full refund for No Show ticket. Denied as per SOP. Apologized for rude behavior.",Civil Aviation,DH,South West Delhi,M,MOCAV
MORTH/E/2023/0001564,"Road Transport and Highways >> Construction & Maintenance of National Highways >> Others

Ministry/Organisation : National Highways & Infrastructure Development Corporation Limited (NHIDCL)
Name of State : UT of Jammu and kashmir
National highway Number : public work department
Stretch Name of the state and the district : j&k jammu
-----------------------
To
  The Chief  Engineer
  Public Work Department 
 Construction Divison  
 Jammu

Subject.     Application for the claim of damaged house and agricultural land by the Public Work Department.

Respected sir.      Inspite so many requested to the department. But nobody listen my complain.I Dhayan singh s/o Late.Sh. Kirpa Ram R/o Janakha dansal  Distt jammu this application is regard road construction  from janakha to Graveyard  via khroda.Through my agriculture land in the year 2019-20.  During the construction of road.My land and my house totally damaged/destroyed .Meanwhile we were not there. When i visited that place and my house  and land dumped with materials  (malba).Even no pathway
Igave an application to the concerned  department  to remove the malba. Material. No.date of the application X1X0X9X9X2X2X. And visited to the department many times also. But no action will be taken by the department till date.My house and agriculture land totally damaged/destroyed  in every rainy seasons . So that land unable to cultivate.So i am a farmer.That land is only my source of income.
       Therefore requested to the Department remove all the malba material from my la d and house. And also give me  claim so i can reconstruct my house and make my land able to cultivate 
Yoursfaithfully



Dhayan singh&#160;&#160;31.1.2023",Road Transport and Highways,JK,Jammu,M,MORTH
MORTH/E/2023/0001048,"Road Transport and Highways >> Policiy Related >> Land Acquisation

Ministry/Organisation : Ministry of Road Transport and Highways (MORTH)
-----------------------
To
Vigilance
R/Sir
Sections3B,3G,3F,3E not complied for3D of NHact1956-S.O.2031E Dt21-6-19-3D.RDO/CALALr.X/X7X1X2X1XDt20-4-17NOT conformed by RO&amp;PIU.Lr.NHAI/PIU-WGL/2016Dt8-11-16&amp;LSR not valid to3D,3A&amp;Lapsed3A-S.O.200E dt12-1-18
E1:RDO NDISno.B/Tangutoor(T/2017Dt18-1-17,r/w,LandSurveyReports(LSR)of Tashildar,Alair-Lr.X/X3X8X2X1XDt6-2-17&amp;Dy.IOS/Inspector/A.D(S&amp;LR)Y.B&amp;Nalgonda-Lr.A3/88/2017Dt27-3-17,conformed under LAact1894as MISSING EXTENT for3A,3D&amp;Lapsed3A-S.O.200E,ignoring ROR-1B apportioned with wrong EXTENTs,detail without boundary structure before survey request for LA of adl.extent by PIU7Lrs.NHAI/PIU-WGL/Yad-War/XAX2X1X/X3X2,3446,3494Dt4/X7X9X9X1X-X7,r/w,Lr.98,115Dt17/30-1-18,r/w,Lr.193,229Dt8/18-2-19
E2:RDO/CALALr.X/X7X1X2X1XDt30-10-17,r/w,Lr.Even Dt22-3-18,r/w,Lr.Even Dt19-3-19,r/w,Lr.Even Dt10-7-19
E3:Draft Award(DA)no.X/X7X1X2X1XDt3-12-19,r/w,RDOLr.X/X7X1X2X1XDt6-1-20(iw.58&amp;Fileno.B/T/2019Dt3-12-19
E4:PIULr.NHAI/PIU-WGL/Yad-War/LA Awards/2020/53Dt9-1-20,r/w,Comprehensive DA certify Dt17-1-20,r/w,Lr.NHAI/PIU-WGL/Yad-War/XAX2X2X/X4XDt22-2-20,r/w,ROLr.NHAI/RO-Hyd/11021/5/3/LA Award/3328&amp;MCM Dt11-3-20,r/w,Lr.NHAI/PIU-WGL/Yad-War/XAX2X2X/X1XDt29-4-20 approved DAno.X/X7X1X2X1XDt3-12-19for3A of NHact-S.O.594E Dt31-1-19-3A(Evidence(E:ROLr.NHAI/RO-XYX/X1X2X/X/X/XA Award/1425Dt27-9-18&amp;Min.ofCo.Mtg(MCM)Dt26-9-18for Award-B/979/2018Dt9-8-18for DA dt25-7-18in3D-S.O.4017E,r/w,14RTI-XHXIX/X/X/X2X0X5X4&amp;XHXIX/X/X/X2X0X2X1,142,288&amp;XHXIX/X/X/X1X4X1X,3915,4529,964,3250,2014,3981&amp;XOXTX/X/X/X1X0X4X6,3952&amp;XOXTX/X/X/X2X0X1X5
E5:Email Dt27-8-20from XtXcXlX@XhXiXoXg to XaXiXcXaXrXsXaXnXaX.XrX,XiXwXrXnXaX@XhXiXoXg,XiXhXnXaX.X@XmXiX.XoX,Ccto,XmXrXnXrX@XhXiXoXg,XkXaXeX@XhXiXoXg,XkXoXwXmX@XhXiXoXg&amp;2Emails from XsXmXrXhXgXvXiX to XhXiXmXnXnXaX.XrX,Ccto,XiXhXnXaX.X@XmXiX.XoX Dt11-7-21&amp;14-7-21to rectify3D
E6:CALA&amp;RDOLr.X/X7X1X2X1XDt19-8-20(iw.1726,r/w,NoticeLr.X/X7X1X2X2XDt15.11.21,r/w,Lr.X/X7X1X2X1XDt5-7-21(iw.1400,r/w,PIULr.851Dt31-5-21&amp;ROLr.PG appeals/1358Dt6-9-21&amp;XOXTX/X/X0X3X0X0X0X7   Reply copy attached.",Road Transport and Highways,TG,Hyderabad,M,MORTH
MORTH/E/2023/0001204,"Road Transport and Highways >> Policiy Related >> Others

Ministry/Organisation : Ministry of Road Transport and Highways (MORTH)
-----------------------
Guidelines of Ministry of road transport and highways are not followed in the issuance of NOC by NHAI in the allotment of Retail outlet dealership by HPCL.
NAME-JAYANTI TRIPATHI

APPLICATION NO.-X5X5X4X3X8X4X1

LOCATION-WITHIN 12 KMS FROM SANAHI TOWARDS SHORATGARH ON NH-730(SANHI-SHORATGARH HIGHWAY)

According to Guidelines of Ministry of road transport and highways 2013 ,
Norms for the access for fuel station,service stations and rest areas along national highways.

Para 4.5.1 Non-Urban(rural) stretches
- minimum distance of 300m from the Intersection with rural road.

These guidelines are violated in the allotment of NOC to the fuel station as there are two intersection roads from each corner end of the fuel station which are within the range of 300m.
How come NOC has been issued by NHAI?
Please Look into this matter as from first sight it looks like there are some procedural lacuna in the allotment.
Documents Attached-Google earth measured distance.
Thanking you.  The State PWD is the executing agency of the Ministry. Accordingly, the matter has been referred to the Chief Engineer, UP PWD for redressal of the grievance.",Road Transport and Highways,UP,Lucknow,M,MORTH
MOCAV/E/2023/0000396,"Civil Aviation >> Employee related service Matters (Incl Ex employees, pensions and HR issues) >> Airport Authority of India >> HR related matters >> Contract Labour related

Designation : Senior Superintendent (HR)
Place of Posting : REGIONAL HEAD QUARTER OF NORTHERN REGION
-----------------------
Sir my complaint is attached........ प्राप्त जनशिकायत मानव संसाधन विभाग (उ.क्षे.) को प्रेषित करते हुए उपयुक्त उत्तर देने का अनुरोध किया गया था . इस संबंध मे मानव संसाधन विभाग (उ.क्षे.) से प्राप्त उतर संलग्न किया जा रहा है .

उपरोक्त के मद्देनजर मामला समाप्त किया जाता है।",Civil Aviation,DH,West Delhi,M,MOCAV
MOCAV/E/2023/0000378,"Civil Aviation >> Airlines Related >> Air India >> On Line Booking (ECOPG) >> Air India Website Bookings/Refunds

Ticket Number : X9X2X3X7X2X9X/X9X2X3X7X2X9X
Flight number : AI309
Flight Date : 13-08-2022
Sector booked/travelled : Melbourne to Ahmedabad
-----------------------
I had booked total two return tickets ( numbers X9X2X3X7X2X9X and X9X2X3X7X2X9X) from Ahmedabad to Melboune, Australia for my in-laws via Airindia online portal. I had requested to change the return flight i.e extension of the return date on 11th August through Air India contact center. They provided me a link through my email and advised me that I need to pay only around Rs 2,000 per passenger for that change. It was lat night in Australia when I received the link and when the next day morning I tried to make the payment the link gone expired and I didn&#39;t manage to pay the difference for rescheduling of return travel.
On 12th August mid-day India time I had ringed them again and requested to provide me another link for the payment. At that time Air India advised me that now I need to pay around Rs12,000 per passenger. That significant change in the price prompted me to cancel the booking and get back a refund. I did that and told the staff for how much the refund I would get. They said, we can&#39;t tell you right now and we will refund you the amount in next 10-15 days.
Originally, I had paid through my ANZ bank (Australia and New Zealand Bank) visa credit card. I had waited for a couple of months in the hope that I might see the credit back in my card statement. But, I never received any credits i.e refund.
I emailed to Air India on 21st December and escalated the above issue and advised them to provide me with some clarification. I didn&#39;t receive any response in the next few days. So, I sent them the same email again at their email address (as per their website guidelines) XcXmXeXcX@XiXiXdXaXiX 
I haven&#39;t received any response from Air India so far.
Would you please escalate the above ongoing problem to the airline and help me to get my refund if any?  We are in receipt of your refund query for eTickets:X9X2X3X7X2X9X and X9X2X3X7X2X9X
The refund process is being initiated and you may expect credit 
approx 10 working days to the same account from which the payment was processed.
We apologise for delay and inconvenience.",Civil Aviation,XY,No District/Not Known,M,MOCAV
MORLY/E/2023/0001632,"Railways, ( Railway Board) >> Issues related to Introduction/Extension/Stoppage of trains

Railway Board/ Zone/ PSU/ PU/ Office : South Eastern Railway - Headquarters
-----------------------
Dear sir, there is huge demand for X8X4X-X8X4X Shalimar -vascodagama 4 days a week express being a metro city and a good tourist destination with major cities in between. The train is running with 19 coaches with 2 parcel vans. Again at Guntakal, slip coaches will be added coming from Hyderabad. First, the slip coaches should be removed to this train as now there are trains from secunderabad to Vasco and the frequency of this train should be increased to daily.LHB coaches should be alloted to this train to use 130 kmph speed.
2. Train no 22831-32 howrah satyasai prasanthi nilayam express is a good train connecting metro city with devotional place with major cities inbetween. The train is running with good occupancy and useful for the people visiting SSPN for devotional and medical purpose. Also, there is only this weekly train in this route. I request the frequency of this train to be increased to bi weekly or tri weekly for the benifit of many people as there is so much load on amaravati, falaukmuma express and many other trains in howrah Vijayawada section. So please consider frequency increase of these both trains 18047-48 and 22831-32 as the section from Howrah to Vijayawada is now accorded 130kmph speed.
Hope request will be considered and action will be initiated at the earliest  Your suggestion has been examined. Discontinuation of slip coaches by X8X4X/X8X4X between Guntakol and Vasco-da-gama was already proposed earlier but was not agreed upon by S.C.Railway. Till such time, slip coaches are not discontinued, the subject train can not be converted to LHB. Further increasing frequency of the subject train is not feasible since it runs in common path with other trains. Similarly increasing frequency of 22831 is also not feasible since it will invite induction of additional rake to the already integrated link which is not available with this railway at present.",Railway,AP,,M,MORLY
MORTH/E/2023/0001256,"Road Transport and Highways >> Construction & Maintenance of National Highways >> Construction of new National Highways

Ministry/Organisation : National Highways Authority of India (NHAI)
Name of State : HARYANA
National highway Number : 44
Stretch Name of the state and the district : L&T, PANIPAT
-----------------------
Dear Sir

In reference to my earlier grievance XOXTX/X/X0X2X1X9X4 dated 28.12.2022,  I have received partial reply on 13.01.2022 that the tender has been re-invited. It is important to mention here that this work is already delayed by more than 1 years because of tender were not invited by you. At present also, you are inviting tender only. 

You are requested to share the detail of tender invitation. When it was published. Upto which date it will be alloted? and upto which date you will start the work and also mentioned completion date of the project.   Reply copy attached.",Road Transport and Highways,HY,Panipat,M,MORTH
MORTH/E/2023/0000591,"Road Transport and Highways >> Road Transport Related >> Road Transport

Ministry/Organisation : Ministry of Road Transport and Highways (MORTH)
Scheme Name : Not Provided
Place : Baner-Pashan Link Road, Pune
State : Maharashtra
Pincode : 411045
-----------------------
2 roads connecting Baner and Pashan in Pune are not operational due to ego of local corporator. People are already suffering due to huge traffic jam caused by metro work on main Baner Road  and demolish of Pune University bridge. All citizens are spending hours of productive time and valuable fuel due to this. In this scenario, these 2 roads connecting Baner-Pashan could help a lot however few meters of road is digged and made in-operational. This work is pending since the last few years and Pune Municipal cooperation couldn&#39;t do anything due to involvement of corporator. In ideal scenario, he should think of people he is representing but for him ego is more important than people.  Is it possible to involve Nitin Gadakari ji and get this sorted for the benefit of society.  बाणेर पाषाण लिंक रस्त्यावरील काही जागा पुणे मनपा च्या ताब्यात नसल्याने रस्ता अपूर्ण आहे . तरी सदरील जागा ताब्यात आल्यावर , रस्ता करणे शक्य होणार आहे . तसेच सोमेश्वरवाडी रस्त्यानजीक असलेली जागा देखील पुणे मनपा च्या ताब्यात आल्यानंतरच रस्ता रुंदीकरण करणे शक्य होणार आहे.",Road Transport and Highways,MH,Pune,M,MORTH
MORLY/E/2023/0001804,"Railways, ( Railway Board) >> Miscellaneous

Railway Board/ Zone/ PSU/ PU/ Office : South Eastern Railway - Adra
-----------------------
Kindly add/ enable UTS ticket
for the route from Santaldih-SNTD to Azimganj Jn-AZ
Via ASN-UDL-SNT-RPH   Replied vide Sr DCM/Adra letter No.C-736/XPXRXMX/XOXLX/X/X0X3X0X0X8X4 dtd.31.01.2023 (Copy enclosed).",Railway,WB,Murshidabad ,M,MORLY
MORLY/E/2023/0000699,"Railways, ( Railway Board) >> Complaint against staff other than Train and station

Railway Board/ Zone/ PSU/ PU/ Office : South Central Railway - Secunderabad
-----------------------
Sir/ madam,
 i was booked ticket for me(G.Meghana)  and my friends  vide PNR No.X1X2X9X9X9 and X8X2X7X3X9 from Begumpeta(BMT) to Guntur(GNT)  in train Number 12806  date of journey 09.01.2023 boarding station Begumpeta , train reached begumpeta station  but coaches(D5,D6,D7) doors are closed we are unable to board on train train has left begumpeta station due to negligence and in efficient maintenance of your railway staff.

1.due to your negligence total tickets cost vaste around 1000/-
2. time waste and mentel tention caused  for full rush even have booked tickets 

i want to ask few points
1. before starting train at origin station why doors not opened 
2.in these coaches TTE and coach staff is there or not from Lingumpally to Secundrabad 

i was given complaint at railmadad vide registration numbers in same thing about vide  refeference number X0X3X1X9X0X3X and X0X3X1X9X0X5X 
but no response is recived

requested to benine authority
1. to reverse back the tickets amount to my account No.( Bank Name : State bank of India, Ifsc code :X-X-X-X-X,A/c no.X0X3X7X2X4X) 
2. take dicipliany action an staff 

 if not solve the grivence i will approach the Consumer court i have proofs  Replied vide letter dated 04.02.2023",Railway,AP,,F,MORLY
MORLY/E/2023/0000792,"Railways, ( Railway Board) >> Miscellaneous

Railway Board/ Zone/ PSU/ PU/ Office : Western Railway - Headquarters
-----------------------
To,                                                                                                                                               
Respected General Manager / Head of the Department,
Western Railway Head Office,
Mumbai

विषय = उमरगाव स्थानकावर आगमन होणाऱ्या अप-डाऊन ट्रेनच्या  प्रत्येक दोन ट्रेन मधील वेळेचे अंतर बरेच असल्याने प्रवाश्याना प्लॅटफॉर्मवर ताटकळत उभे राहावे लागते. उमरगाव स्थानकावर रेल्वे स्टोपेज वाढवण्याची अनेकांनी याबाबत रेल्वेला बऱ्याच तक्रारी केल्या त्यावर रेल्वेकडून काय कारवाई करण्यात आली व सदर स्थानकावर  रेल्वे स्टोपेज वाढवण्यासाठी रेल्वे कडून काही ठोस पाऊल उचलले गेले का ? याची माहिती मिळणे बाबत अर्ज

सदर अर्जासोबत मी उमरगाव स्टेशनवर थांबणाऱ्या अप-डाऊन ट्रेनच्या वेळा पत्रकानुसार प्रत्येक दोन  ट्रेन मधील किती वेळेची तफावत आहे हे दर्शवणारे डॉक्युमेंट जोडत आहे. यामुळे रेल्वेला नक्कीच अंदाज येईल की लोकांचा किती वेळ ट्रेनची वाट बघण्यात प्लॅटफॉर्म वर जातो. तसेच या अर्जा सोबत इतर लोकांनी रेल्वेला उमरगाव स्थानकावर स्टोपेज वाढवण्यासाठी केलेल्या अर्जाची प्रत जोडत आहे.

कृपया बऱ्याच वर्षांपासून अनेक पेसेंजर, सामाजिक संस्था व  इतर संघटना रेल्वेला उमरगाव स्थानकावर जास्तीत जास्त ट्रेन स्टोपेजची विनवणी पत्राद्वारे, ऑनलाईन, ऑफलाईन माध्यमातून करत आहे. ट्विटर वर ही अनेकांनी ही बाब रेल्वेला हायलाईट केली आहे. 

&quot;रेल्वेने उमरगाव रेल्वे स्टोपेज बाबत तक्रारींवर अद्याप काय कारवाई केली व काही ठोस पाऊले उचलली  ?याची माहिती मिळणे बाबत अर्ज &quot;

आपला कृतद्न्य,
प्रतिक शिर्वटकर 
(उमरगाव सचिव)
फाईट फॉर राईट फॉऊंडेशन, मुंबई 
X.X.XhXrXaXkXrXgXaXlXcXm
+91-X0X7X6X6X5 (WhatsaApp) / +971-X5X9X5X8X (Call)  Provision of halt to train is a policy matter decision of which lies within the purview of Railway Board. 
X2X3X-X2X3X Intercity Express and X2X2X-X2X2X Flying Ranee Express are Superfast trains running with very limited stoppage. These trains are running in a highly saturated section with sectional capacity utilization 125.2 Additional halt to these trains at Umbergaon Road is operationally not feasible and commercially not justified.",Railway,GJ,Valsad,M,MORLY
MORLY/E/2023/0002479,"Railways, ( Railway Board) >> Construction /Renovation of Railway lines or Bridges

Railway Board/ Zone/ PSU/ PU/ Office : Northern Railway - Ambala
-----------------------
महोदय मैं वार्ड 39 पेपर मिल रोड सहारनपुर से क्षेत्रीय पार्षद प्रदीप उपाध्याय आपको अवगत कराना चाहता हूँ कि में पेपर मिल फाटक 84/AC पर रेलवे के द्वारा फाटक पर रेलवे लाइन को बदलने का कार्य किया गया था जिसमे लाइन के बीच में पत्थर पड़े हुए है जिस कारण लोगो के वाहनों को नुकसान हो रहा है और लोग गिर गिर कर चोटिल हो रहे है और फाटक पर लाइन के पास ही लाइन को बदलने के पश्चात सड़क को भी तोड़ दिया गया है जिस के कारण वहाँ अपर आये दिन दुर्घटना हो रही है बाइक वाले गिरकर चोटिल हो रहे है जिसके सम्बन्ध में मेरे द्वारा आप से लाइन के पास के हिस्से को सही कराए जाने का अनुरोध किया था जिसमे आपके द्वारा एक पत्र के माध्यम से अवगत कराया गया था कि दिनांक 19.01.2023 तक सही करा दिया जायेगा लेकिन आज 28.01.2023 तक भी वह सड़क सही नहीं हो पाई है आप के द्वारा मुझे गलत जानकारी दी गयी है मेरा आप से निवेदन है कि उस सड़क को जल्द से जल्द सही कराया जाये जिससे की आम जन को किसी भी प्रकार की परेशानी न हो  इस सम्बन्ध में अवगत कराना है कि उपरोक्त पेपर मिल रेलवे फाटक संख्या 84/AC सहारनपुर पर सड़क बनाये जाने का कार्य सीनियर सेक्शन इंजिनियर कार्य/ संपत्ति/सहारनपुर के अधीन प्रस्तावित है। यह कार्य सीनियर सेक्शन इंजिनियर कार्य/ संपत्ति के द्वारा 20-02-2023 तक करा दिया जायेगा । 
The copy of reply is attached as PDF.",Railway,UP,Saharanpur,M,MORLY
MORLY/E/2023/0000316,"Railways, ( Railway Board) >> Service matter

Railway Board/ Zone/ PSU/ PU/ Office : PSU/PU - Central Organisation for Railway Electrification
Employee ID : X5X0X8X9X2X
-----------------------
Applicant name - V K MANKAR working at XEXUXDXRXBXD CPD Office. subject- Original copy of due salary under the head of DISBURSMENT of Arrears of RE/JBP with vetted and certified by Account Department was send directly by RE/JBP to RE/SC on date- 01-11-2020 This amount was not paid to shri  V K Mankar due to his transfer to RE/SC on December 2020. Enclosed- self-explanatory Documents of said subject. Till date said subject has not been resolved and amount was not paid to shri  V K Mankar CTNL/RE/SC (PF- X5X0X8X9X2X. Bill unit 5220174). Kindly release, pay Arrears to shri  V K Mankar through salary as soon as possible.  Please find attachment.",Railway,MH,Nagpur,M,MORLY
MORLY/E/2023/0002696,"Railways, ( Railway Board) >> Issues related to Introduction/Extension/Stoppage of trains

Railway Board/ Zone/ PSU/ PU/ Office : Northern Railway - Headquarters
-----------------------
Dear Sir Madam I want to say that why train number 11057 Amritsar Express is always running late from Bhopal to Ambala and please reduce the stoppages of 11057 Amritsar Express from Bhopal to Amabala and also divert Amritsar Express via Chandigarh towards Patiala and Ludhiana.Also start new stoppage of Amritsar Express like Chandigarh also.Thanks
With Best Regards
Puneet Pal Singh The issue raised by you is a suggestion. Thanks for the same. It is inform that CPGRAMS is a platform which primarily aims to enable aggrieved citizens submits their grievance, to enable speedy and favorable redressal of their grievances. However, “suggestions” are not taken up for redressal.",Railway,CH,Chandigarh,M,MORLY
MORLY/E/2023/0000656,"Railways, ( Railway Board) >> Bribery and Corruption other than Train and station

Railway Board/ Zone/ PSU/ PU/ Office : North Western Railway - Jaipur
-----------------------
Dear sir, I have Book Ticket from Jaipur to Mumbai on 27/12/2022, PNR No. X6X4X4X3X5, 	Train No. / Name :	22934 / JP BDTS SF EXP.  Due to family problem i will come kota. 
I have book ticket with family with two small kids.  I will catch the train then found my all ticket cancelled and ticket allotted to other person with general ticket.  every train TT will wait till kota , then ticket cancelled.  The person who will travel general ticket how is possible , If RAC Person is also Travelling in this train.  In ratlam Confirm Person is coming  on there seat , But Seat is allotted to General ticket Person.  After one hour TT Solve matter.  
I will confirm with other TT we have found ticket confirm is another person, Due to unawareness of Confirm ticket person we is travelling RAC Seat , TT is not Updating to concern.

In this case TT Drop in kota , so that&#39;s why his personal intention my ticket cancelled without intimation . due to medical work we are going to Mumbai.  
Our Journey is difficult with two kids and heavy cold season   , we are seating at gate, very bad experience Indian railway .  

Please request please handover to railway in private hand  , so our journey will safe in future. Also refund my money . 

If any issue call to me X8X5X1X6X0  Between JP-KOTA the train no 22934(JP-BDTS Exp) is being manned by KOTA divsion.",Railway,MP,Neemuch ,M,MORLY
